hotel_id,hotel_name,,,,,,,,,,,,,,,,,,,,,,,,
8113,Suka's House Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
8104,Sumberkima Hill Retreat,,,,,,,,,,,,,,,,,,,,,,,,
8114,Suji Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8108,Sukun Bali Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8111,Sukanusa Luxury Huts,,,,,,,,,,,,,,,,,,,,,,,,
8117,Sudiana House,,,,,,,,,,,,,,,,,,,,,,,,
8118,Sugi House,,,,,,,,,,,,,,,,,,,,,,,,
8112,Suka Beach Inn,,,,,,,,,,,,,,,,,,,,,,,,
8120,Sugeng Rawuh Bed&Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
8110,Suka Sari Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8115,Suka Beach Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8116,Suji Apartment,,,,,,,,,,,,,,,,,,,,,,,,
8119,Sudi Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8123,Sudi Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8126,Subali Villa,,,,,,,,,,,,,,,,,,,,,,,,
8124,Sudana Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8127,Suda House,,,,,,,,,,,,,,,,,,,,,,,,
8121,Suites & Villas at Sofitel Bali Nusa Dua Beach Resort,,,,,,,,,,,,,,,,,,,,,,,,
8122,Sudani Bale Homestay Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8125,Sudha Villa Bali Anyelir,,,,,,,,,,,,,,,,,,,,,,,,
8128,Sudamala Suites & Villas,,,,,,,,,,,,,,,,,,,,,,,,
8129,Sudha Villa Bali Baik-Baik,,,,,,,,,,,,,,,,,,,,,,,,
8130,Sudaji Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8133,Suba Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,
8131,Suba Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8132,Subak Tabola Villa,,,,,,,,,,,,,,,,,,,,,,,,
8134,Suartha Pension,,,,,,,,,,,,,,,,,,,,,,,,
8138,Suarsena House Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8136,Suastika Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
8135,Suarti Boutique Village,,,,,,,,,,,,,,,,,,,,,,,,
8137,Suarga Padang Padang,,,,,,,,,,,,,,,,,,,,,,,,
8143,Steenkool Hotel Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8144,"Sthala, A Tribute Portfolio Hotel, Ubud Bali",,,,,,,,,,,,,,,,,,,,,,,,
8141,Studio 8d Residence,,,,,,,,,,,,,,,,,,,,,,,,
8145,STEP Ubud Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8148,Starlight Hotel Lovina,,,,,,,,,,,,,,,,,,,,,,,,
8146,Stars 2000 Bungalow Lembongan,,,,,,,,,,,,,,,,,,,,,,,,
8140,Suara Air Luxury Villa Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8150,Star Two Thousand Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8147,Starling Villas Bali,,,,,,,,,,,,,,,,,,,,,,,,
8149,Star Villa Kerobokan,,,,,,,,,,,,,,,,,,,,,,,,
8153,Sri's Hostels,,,,,,,,,,,,,,,,,,,,,,,,
8152,Starfish Bali Villa Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8151,Star East Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8154,Starfish Lembongan,,,,,,,,,,,,,,,,,,,,,,,,
8155,Sriyana Home Stay,,,,,,,,,,,,,,,,,,,,,,,,
8156,Srijaya Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8157,Srikandi Guest Room,,,,,,,,,,,,,,,,,,,,,,,,
8158,Sri Mas Residence,,,,,,,,,,,,,,,,,,,,,,,,
8160,Sri Krisna II,,,,,,,,,,,,,,,,,,,,,,,,
8161,Sri Beach Inn,,,,,,,,,,,,,,,,,,,,,,,,
8159,Sri Deva Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8139,Suandi House,,,,,,,,,,,,,,,,,,,,,,,,
8162,Srikandi Inn by Gamma Hospitality,,,,,,,,,,,,,,,,,,,,,,,,
8142,Suarapura Resort & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8165,Space at Bali Villas,,,,,,,,,,,,,,,,,,,,,,,,
8163,SR HOME,,,,,,,,,,,,,,,,,,,,,,,,
8164,Sri Abi Ratu Villa,,,,,,,,,,,,,,,,,,,,,,,,
8167,Soulshine Bali,,,,,,,,,,,,,,,,,,,,,,,,
8169,Spunky Premiere Kuta,,,,,,,,,,,,,,,,,,,,,,,,
8168,Spartacvs Bali Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8166,Spazzio Bali Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8170,Spa Village Resort Tembok All Inclusive,,,,,,,,,,,,,,,,,,,,,,,,
8171,Sotis Villa Canggu,,,,,,,,,,,,,,,,,,,,,,,,
8172,Soujurn,,,,,,,,,,,,,,,,,,,,,,,,
8173,Sotis Villas,,,,,,,,,,,,,,,,,,,,,,,,
8174,SooBali Tepi Segara,,,,,,,,,,,,,,,,,,,,,,,,
8178,SooBali Halemahina,,,,,,,,,,,,,,,,,,,,,,,,
8175,Sooly Hotel & Restaurant,,,,,,,,,,,,,,,,,,,,,,,,
8177,SooBali White Stone,,,,,,,,,,,,,,,,,,,,,,,,
8180,Sonti Villa,,,,,,,,,,,,,,,,,,,,,,,,
8176,Soori Bali,,,,,,,,,,,,,,,,,,,,,,,,
8179,SooBali Atap Putih,,,,,,,,,,,,,,,,,,,,,,,,
8182,Songlambung Beach Huts,,,,,,,,,,,,,,,,,,,,,,,,
8181,Sony Home Stay,,,,,,,,,,,,,,,,,,,,,,,,
8183,Soleya Bali Villa,,,,,,,,,,,,,,,,,,,,,,,,
8184,Song Bintang Villas,,,,,,,,,,,,,,,,,,,,,,,,
8185,Solaluna Beach Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8186,Sol House Bali Legian,,,,,,,,,,,,,,,,,,,,,,,,
8187,Solo Villas & Retreat,,,,,,,,,,,,,,,,,,,,,,,,
8189,Soni Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8188,Solaris Hotel Kuta,,,,,,,,,,,,,,,,,,,,,,,,
8190,Soka Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8191,Sol Beach House Bali-Benoa All Inclusive by Melia Hotels International,,,,,,,,,,,,,,,,,,,,,,,,
8192,Soka Amed Beach,,,,,,,,,,,,,,,,,,,,,,,,
8193,Sofitel Bali Nusa Dua Beach Resort,,,,,,,,,,,,,,,,,,,,,,,,
8194,Soca Cantik Villas,,,,,,,,,,,,,,,,,,,,,,,,
8196,Soa Wonga House,,,,,,,,,,,,,,,,,,,,,,,,
8199,Siwa Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8195,Smooth Garden,,,,,,,,,,,,,,,,,,,,,,,,
8198,Sleepwell Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8197,Soca Garden Guest house,,,,,,,,,,,,,,,,,,,,,,,,
8200,Sleeping Budha Villa Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8202,Sirkus Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,
8201,Sista Villa Sanur,,,,,,,,,,,,,,,,,,,,,,,,
8203,Siti Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8204,Sintya Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8205,Singkenken Lifestyle Boutique Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8206,Sindu Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8208,Sinar Matahari Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8207,Sindhu Mertha Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8209,Sinar Bali 2 Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8210,Simpang Inn Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8211,Sinar Bali 1 Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8212,Simonn Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8213,Silversand Villa,,,,,,,,,,,,,,,,,,,,,,,,
8215,Sila Urip Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8214,Simon Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8217,Sicla House Bali,,,,,,,,,,,,,,,,,,,,,,,,
8218,Shunyata Villas Bali,,,,,,,,,,,,,,,,,,,,,,,,
8216,Signature Hotel Bali,,,,,,,,,,,,,,,,,,,,,,,,
8220,Siddhartha Ocean Front Resort & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8219,Simba Villa and Spa Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8222,Shunda Hotel Bali,,,,,,,,,,,,,,,,,,,,,,,,
8221,Shriman Yoga Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8229,Shipwrecks Beach Resort,,,,,,,,,,,,,,,,,,,,,,,,
8225,Shiva House Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8226,Shreya Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8232,Shalom Villa Bali,,,,,,,,,,,,,,,,,,,,,,,,
8227,Shipwreck Point Inn,,,,,,,,,,,,,,,,,,,,,,,,
8231,Shankara Parada Villas,,,,,,,,,,,,,,,,,,,,,,,,
8228,Shindu Home Stay,,,,,,,,,,,,,,,,,,,,,,,,
8230,Shanti Natural Panorama,,,,,,,,,,,,,,,,,,,,,,,,
8223,Shreya Villa,,,,,,,,,,,,,,,,,,,,,,,,
8234,Shady Grove Healing Centre and Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8233,Shamira Villa - Canggu,,,,,,,,,,,,,,,,,,,,,,,,
8236,Shagida Apartement,,,,,,,,,,,,,,,,,,,,,,,,
8235,Seven Angels Villa,,,,,,,,,,,,,,,,,,,,,,,,
8224,Siangan Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8238,Seruni Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8237,Seven Sky Hostel Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8246,Serenity House Ubud Bali,,,,,,,,,,,,,,,,,,,,,,,,
8247,Sense Sunset Hotel Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8244,Serangan Inn II,,,,,,,,,,,,,,,,,,,,,,,,
8242,Serela Legian Bali,,,,,,,,,,,,,,,,,,,,,,,,
8241,Seraya Shores,,,,,,,,,,,,,,,,,,,,,,,,
8245,Serenity Eco Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,
8240,Serenity Ubud Villas,,,,,,,,,,,,,,,,,,,,,,,,
8250,Senyum Villa,,,,,,,,,,,,,,,,,,,,,,,,
8248,Sensan House,,,,,,,,,,,,,,,,,,,,,,,,
8243,Serela Kuta Bali,,,,,,,,,,,,,,,,,,,,,,,,
8239,Serene Villas,,,,,,,,,,,,,,,,,,,,,,,,
8253,Seminyak Villa Carik,,,,,,,,,,,,,,,,,,,,,,,,
8249,SenS Hotel and Spa Conference Ubud Town Centre,,,,,,,,,,,,,,,,,,,,,,,,
8252,Seminyak Villa Hibiscus,,,,,,,,,,,,,,,,,,,,,,,,
8251,Seminyak Villa Ocean Eleven - Rolex Experience,,,,,,,,,,,,,,,,,,,,,,,,
8255,Seminyak Town House,,,,,,,,,,,,,,,,,,,,,,,,
8254,Senetan Villas and Spa Resort,,,,,,,,,,,,,,,,,,,,,,,,
8256,Seminyak Serenity Boutique Villa,,,,,,,,,,,,,,,,,,,,,,,,
8260,Seminyak Beach House,,,,,,,,,,,,,,,,,,,,,,,,
8262,Seminyak Sky Suites by Kupu Kupu Resorts,,,,,,,,,,,,,,,,,,,,,,,,
8263,Semarandana Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8265,Semanggi Cottage,,,,,,,,,,,,,,,,,,,,,,,,
8266,Sekar Nusa Villas,,,,,,,,,,,,,,,,,,,,,,,,
8268,Selang Resort,,,,,,,,,,,,,,,,,,,,,,,,
8269,Segening Villa,,,,,,,,,,,,,,,,,,,,,,,,
8267,Sekuta Condo Suites,,,,,,,,,,,,,,,,,,,,,,,,
8271,Sejuk Suites,,,,,,,,,,,,,,,,,,,,,,,,
8270,Sejuk Beach Villas,,,,,,,,,,,,,,,,,,,,,,,,
8274,Segara Bukit Seaside Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8272,Segara Wangi Beach Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8273,Segara Village Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8275,Sedasa Lodge,,,,,,,,,,,,,,,,,,,,,,,,
8277,Secret Garden Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8276,Secret Point Huts,,,,,,,,,,,,,,,,,,,,,,,,
8278,Secret Garden Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8279,Seaside Suites Bali,,,,,,,,,,,,,,,,,,,,,,,,
8280,Secret Garden Villa Jimbaran,,,,,,,,,,,,,,,,,,,,,,,,
8261,Seminyak Beach Villa,,,,,,,,,,,,,,,,,,,,,,,,
8259,Sembiran Private Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8264,Seminyak Icon - by Karaniya Experience,,,,,,,,,,,,,,,,,,,,,,,,
8258,Seminyak Paradiso Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8257,Seminyak Square Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8281,Seaside Huts Lembongan,,,,,,,,,,,,,,,,,,,,,,,,
8282,Seahua Ha Ha Tulamben Dive Resort,,,,,,,,,,,,,,,,,,,,,,,,
8284,Scuba Seraya Resort,,,,,,,,,,,,,,,,,,,,,,,,
8286,Scooby Doo Beach Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8283,Sea Medewi Resort,,,,,,,,,,,,,,,,,,,,,,,,
8287,Sea Breeze Candidasa,,,,,,,,,,,,,,,,,,,,,,,,
8285,Sea Weed Villa Lembongan,,,,,,,,,,,,,,,,,,,,,,,,
8289,Scoobydoo Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8288,Scene Estate,,,,,,,,,,,,,,,,,,,,,,,,
8290,Villa Sayang,,,,,,,,,,,,,,,,,,,,,,,,
8292,Sanur House,,,,,,,,,,,,,,,,,,,,,,,,
8299,Sawah Indah Villa,,,,,,,,,,,,,,,,,,,,,,,,
8300,Savana Villas,,,,,,,,,,,,,,,,,,,,,,,,
8295,Sayang Garden,,,,,,,,,,,,,,,,,,,,,,,,
8291,Sayong House,,,,,,,,,,,,,,,,,,,,,,,,
8296,Sayan Romantis Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8293,Sayang Residence II,,,,,,,,,,,,,,,,,,,,,,,,
8297,Sawah Lovina,,,,,,,,,,,,,,,,,,,,,,,,
8301,Saudara Home,,,,,,,,,,,,,,,,,,,,,,,,
8303,Satrya Ayu Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8308,Sarinbuana Eco Lodge,,,,,,,,,,,,,,,,,,,,,,,,
8302,Satria Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8304,Savatthi Villas by Prime Experience,,,,,,,,,,,,,,,,,,,,,,,,
8305,Satya House Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8306,Savannah Villa,,,,,,,,,,,,,,,,,,,,,,,,
8309,Sari Wangi Cottage,,,,,,,,,,,,,,,,,,,,,,,,
8298,Sayang Beach Lodging,,,,,,,,,,,,,,,,,,,,,,,,
8307,Sativa Sanur Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8294,Sayang Manis Villa,,,,,,,,,,,,,,,,,,,,,,,,
8311,Sasha Villa,,,,,,,,,,,,,,,,,,,,,,,,
8317,Sari Intan Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8316,Munduk Sari Garden Villa,,,,,,,,,,,,,,,,,,,,,,,,
8313,Sativa Villas Ubud by Premier Hospitality Asia,,,,,,,,,,,,,,,,,,,,,,,,
8312,Sari Sanur Resort,,,,,,,,,,,,,,,,,,,,,,,,
8310,Sasa Bali Villas,,,,,,,,,,,,,,,,,,,,,,,,
8315,Hotel Sari Bunga,,,,,,,,,,,,,,,,,,,,,,,,
8320,Sari Bamboo Villas,,,,,,,,,,,,,,,,,,,,,,,,
8319,Sari Bali Cottage,,,,,,,,,,,,,,,,,,,,,,,,
8321,Sari Alexa Villa,,,,,,,,,,,,,,,,,,,,,,,,
8314,Bali Sari Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8324,Saraswati Holiday House,,,,,,,,,,,,,,,,,,,,,,,,
8326,Sapodilla Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8325,Sanur Seaview Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8327,Sanur Paradise Plaza Suites,,,,,,,,,,,,,,,,,,,,,,,,
8318,Sari Buana Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
8331,Sanur Art Villas - Studio Room,,,,,,,,,,,,,,,,,,,,,,,,
8323,Sapta Petala Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8330,Sanur Bed and Brunch,,,,,,,,,,,,,,,,,,,,,,,,
8334,Santhi Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8333,Santun Luxury Private Villa,,,,,,,,,,,,,,,,,,,,,,,,
8332,Santi Sari Boutique Hotel and Spa,,,,,,,,,,,,,,,,,,,,,,,,
8328,Sanur Paradise Plaza Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8322,Saren Indah Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8340,Santana Bali Home stay,,,,,,,,,,,,,,,,,,,,,,,,
8338,Santi Mandala Villa & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8339,Santhi House Kuta,,,,,,,,,,,,,,,,,,,,,,,,
8337,Santhi Graha Kuta,,,,,,,,,,,,,,,,,,,,,,,,
8336,Santun Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8335,Santhika Bed & Breakfast,,,,,,,,,,,,,,,,,,,,,,,,
8344,Sanglung Villas Private Pool,,,,,,,,,,,,,,,,,,,,,,,,
8345,Sanglung Villa,,,,,,,,,,,,,,,,,,,,,,,,
8343,Sanggingan Villa,,,,,,,,,,,,,,,,,,,,,,,,
8329,Sanur Avenue,,,,,,,,,,,,,,,,,,,,,,,,
8342,Sankara Ubud Resort,,,,,,,,,,,,,,,,,,,,,,,,
8341,Santai Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8346,Sandi Kala Villas,,,,,,,,,,,,,,,,,,,,,,,,
8349,Sandhy Buddha Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8351,Sandi Agung Villa,,,,,,,,,,,,,,,,,,,,,,,,
8354,Sandat Hotel Legian,,,,,,,,,,,,,,,,,,,,,,,,
8355,Sandat Hotel Kuta,,,,,,,,,,,,,,,,,,,,,,,,
8356,Sandat Bali Ubud Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8357,Sanda Boutique Villas,,,,,,,,,,,,,,,,,,,,,,,,
8353,Sandat Mas Cottages,,,,,,,,,,,,,,,,,,,,,,,,
8358,Sandalwood Villa by Esmee Management,,,,,,,,,,,,,,,,,,,,,,,,
8347,Sang Giri Mountain Tent Resort,,,,,,,,,,,,,,,,,,,,,,,,
8359,Sandana Ubud Villa,,,,,,,,,,,,,,,,,,,,,,,,
8352,Sandat Glamping Tents,,,,,,,,,,,,,,,,,,,,,,,,
8350,Sangeh Uma Dong Loka Villa,,,,,,,,,,,,,,,,,,,,,,,,
8361,Sanak Retreat Bali,,,,,,,,,,,,,,,,,,,,,,,,
8362,Sananda Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8360,Sand Beach Luxury Living,,,,,,,,,,,,,,,,,,,,,,,,
8363,Samudra Kuta Resort and Villa,,,,,,,,,,,,,,,,,,,,,,,,
8364,Villa Samudra Raya,,,,,,,,,,,,,,,,,,,,,,,,
8348,Sanjaya Home Stay,,,,,,,,,,,,,,,,,,,,,,,,
8370,Sambahan Inn,,,,,,,,,,,,,,,,,,,,,,,,
8368,Samsara Inn,,,,,,,,,,,,,,,,,,,,,,,,
8372,Samabe Bali Suites & Villas,,,,,,,,,,,,,,,,,,,,,,,,
8371,Samanvaya Villa,,,,,,,,,,,,,,,,,,,,,,,,
8373,Samanvaya,,,,,,,,,,,,,,,,,,,,,,,,
8375,Samaja Villas Seminyak,,,,,,,,,,,,,,,,,,,,,,,,
8377,Sakha House,,,,,,,,,,,,,,,,,,,,,,,,
8378,Saint Joseph Holiday Home,,,,,,,,,,,,,,,,,,,,,,,,
8369,Samblung Mas House,,,,,,,,,,,,,,,,,,,,,,,,
8374,Samaja Beachside Villas,,,,,,,,,,,,,,,,,,,,,,,,
8376,Saka Village Resort Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8380,Sama Sama Suites and Restaurant,,,,,,,,,,,,,,,,,,,,,,,,
8379,Sal Secret Spot Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8381,3W Cottages and Villas,,,,,,,,,,,,,,,,,,,,,,,,
8366,Samkhya Villa Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8367,Sammada Hotel & Beach Club,,,,,,,,,,,,,,,,,,,,,,,,
8365,Samudra Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8384,Sahadewa Resort & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8382,Sama Sama Cafe and Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8383,Sahaja Sawah Resort,,,,,,,,,,,,,,,,,,,,,,,,
8390,Sadeg Lembongan,,,,,,,,,,,,,,,,,,,,,,,,
8386,Sahadewa House,,,,,,,,,,,,,,,,,,,,,,,,
8387,Sagitarius Inn,,,,,,,,,,,,,,,,,,,,,,,,
8393,Sadana Bali Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,
8394,Sadara Boutique Beach Resort,,,,,,,,,,,,,,,,,,,,,,,,
8396,Sabeena Guest House Bali,,,,,,,,,,,,,,,,,,,,,,,,
8397,Bali Saba House,,,,,,,,,,,,,,,,,,,,,,,,
8398,Saba Garden Villa,,,,,,,,,,,,,,,,,,,,,,,,
8389,Sadguna Homestay,,,,,,,,,,,,,,,,,,,,,,,,
8395,S'Cape,,,,,,,,,,,,,,,,,,,,,,,,
8399,Ryanbagus Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8400,Rumi Villas,,,,,,,,,,,,,,,,,,,,,,,,
8403,Rumah Una,,,,,,,,,,,,,,,,,,,,,,,,
8401,Run House B&B,,,,,,,,,,,,,,,,,,,,,,,,
8402,Rumah Tyang Villa,,,,,,,,,,,,,,,,,,,,,,,,
8404,Rumah Taman,,,,,,,,,,,,,,,,,,,,,,,,
8405,Rumah Semanggi,,,,,,,,,,,,,,,,,,,,,,,,
8407,Rumah Tamu Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8408,Rumah Surga Villa,,,,,,,,,,,,,,,,,,,,,,,,
8406,Rumah Wayan,,,,,,,,,,,,,,,,,,,,,,,,
8391,Sahana Villas,,,,,,,,,,,,,,,,,,,,,,,,
8409,Rumah Pohon,,,,,,,,,,,,,,,,,,,,,,,,
8388,Sadru House,,,,,,,,,,,,,,,,,,,,,,,,
8411,Rumah Nyaman Villa,,,,,,,,,,,,,,,,,,,,,,,,
8410,Rumah Samba,,,,,,,,,,,,,,,,,,,,,,,,
8412,S 8 Suardana Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8413,Rumah Luna Villa managed by Fabsway,,,,,,,,,,,,,,,,,,,,,,,,
8414,Rumah Madechra,,,,,,,,,,,,,,,,,,,,,,,,
8416,Rumah Kita,,,,,,,,,,,,,,,,,,,,,,,,
8417,Rumah Kos 52,,,,,,,,,,,,,,,,,,,,,,,,
8415,Rumah Luwih Beach Resort and Spa Bali,,,,,,,,,,,,,,,,,,,,,,,,
8418,Rumah Kita,,,,,,,,,,,,,,,,,,,,,,,,
8419,Rumah Kedua,,,,,,,,,,,,,,,,,,,,,,,,
8421,Rumah Kayona,,,,,,,,,,,,,,,,,,,,,,,,
8420,Rumah Kecil,,,,,,,,,,,,,,,,,,,,,,,,
8422,Rumah Imbang Villas,,,,,,,,,,,,,,,,,,,,,,,,
8424,Rumah Dua Tiga Villa,,,,,,,,,,,,,,,,,,,,,,,,
8423,Rumah Frangipani,,,,,,,,,,,,,,,,,,,,,,,,
8425,Rumah Bali,,,,,,,,,,,,,,,,,,,,,,,,
8385,Safira Residences,,,,,,,,,,,,,,,,,,,,,,,,
8428,Rumah Beryl,,,,,,,,,,,,,,,,,,,,,,,,
8426,Rumah Karda Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8429,Rumah Ary Homestay & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8427,Rumah Dadong,,,,,,,,,,,,,,,,,,,,,,,,
8430,Rumah Adnyana Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8431,Rumah Adi,,,,,,,,,,,,,,,,,,,,,,,,
8432,Royani Villa,,,,,,,,,,,,,,,,,,,,,,,,
8392,Safety Stop Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8433,Royalty King Villa,,,,,,,,,,,,,,,,,,,,,,,,
8434,Royal Tunjung Bali,,,,,,,,,,,,,,,,,,,,,,,,
8435,Royalty Queen Villa,,,,,,,,,,,,,,,,,,,,,,,,
8436,Royal Tulip Saranam Resort and Spa,,,,,,,,,,,,,,,,,,,,,,,,
8437,Royal Samaja Villas,,,,,,,,,,,,,,,,,,,,,,,,
8440,Royal Kamuela at Monkey Forest Ubud - Villas and Spa,,,,,,,,,,,,,,,,,,,,,,,,
8438,Royal Pool Villa Club,,,,,,,,,,,,,,,,,,,,,,,,
8439,Royal Kriyamaha Villa,,,,,,,,,,,,,,,,,,,,,,,,
8443,Rosani Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8442,Rouge Bali - Private Villas Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8441,"Rouge Bali - Lounge Bar, Villas & Spa",,,,,,,,,,,,,,,,,,,,,,,,
8446,Roemah Peranakan Bali Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8444,M Suite Bali,,,,,,,,,,,,,,,,,,,,,,,,
8445,Roam Coliving & Coworking Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8447,Rosalia Villa,,,,,,,,,,,,,,,,,,,,,,,,
8448,Rona Accommodation,,,,,,,,,,,,,,,,,,,,,,,,
8450,Riyuri Guesthouse,,,,,,,,,,,,,,,,,,,,,,,,
8449,Romeo Beachfront Bungalow,,,,,,,,,,,,,,,,,,,,,,,,
8453,Rivera Beach,,,,,,,,,,,,,,,,,,,,,,,,
8451,Rivavi Kuta Beach Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8452,River Sakti Ubud,,,,,,,,,,,,,,,,,,,,,,,,
8455,Risata Bali Resort & Spa,,,,,,,,,,,,,,,,,,,,,,,,
8454,Rita Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8461,Rima's Cottages @ The Jaya Pub Bali,,,,,,,,,,,,,,,,,,,,,,,,
8462,Rijasa Agung Resort and Villas,,,,,,,,,,,,,,,,,,,,,,,,
8458,Ring Sameton Resort Hotel,,,,,,,,,,,,,,,,,,,,,,,,
8464,Rhipidura Bungalows,,,,,,,,,,,,,,,,,,,,,,,,
8465,Rice Paddy Field Villa,,,,,,,,,,,,,,,,,,,,,,,,
8463,Askara Villa Rice Field View,,,,,,,,,,,,,,,,,,,,,,,,
8459,RIMBA Jimbaran Bali by AYANA,,,,,,,,,,,,,,,,,,,,,,,,
8466,Rico Amerta Guest House,,,,,,,,,,,,,,,,,,,,,,,,
8470,Rigils Lembongan Bungalows & Spa,,,,,,,,,,,,,,,,,,,,,,,,
