check_in,check_out,city,hotel_id,is_soldout,meal_plan,ota,room_type,total
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Classic Room,3499.480038
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Suite,4471.557826
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3327.29
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3416.1
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3852.65
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3955.49
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4027.76
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4135.29
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Classic Room,3694
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4280
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4865
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,4482
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5067
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5653
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Classic Room,2761.308467
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Classic Room,2914.714493
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,3221.526545
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Suite,3374.932571
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,3374.932571
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Suite,3528.338597
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,3342.21
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,3676.43
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,3869.93
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4256.92
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4864.77
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4045.84
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4450.42
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5059.37
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5643.14
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Classic Room,3423.18
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,3964.8
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,4505.24
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4144.16
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4684.6
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,5226.22
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,11380.21
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,13411.31
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,15360
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,14049.95
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,16000
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,17920
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Premier Room,13440
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,10100
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,10605
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,13440
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,15360
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,13440
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,15360
2018-05-10T00:00:00.000Z,2018-05-11T00:00:00.000Z,Kodaikanal,18213,TRUE,,Cleartrip,,0
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Classic Room,3188.415145
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Suite,4160.492934
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3047.1
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3128.43
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3572.45
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3667.82
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3747.57
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3847.61
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Classic Room,3391
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,3977
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4562
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,4179
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,4744
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5330
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Suite,3129.482929
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,2976.076904
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Suite,3282.888955
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Classic Room,2515.858826
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,3129.482929
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Classic Room,2669.264852
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,3038.36
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,3342.2
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,3562.21
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,3918.43
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4553.43
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,3736.83
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4110.51
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4748.02
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5331.79
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Classic Room,3135.26
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,3675.7
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,4216.14
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,3856.24
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4396.68
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4937.12
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,11775.69
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,13775.81
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,16000
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,14401.99
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,16640
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,18560
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Premier Room,14080
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,11358
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,10841
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,14080
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,16000
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,14080
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,16000
2018-05-11T00:00:00.000Z,2018-05-12T00:00:00.000Z,Kodaikanal,18213,TRUE,,Cleartrip,,0
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Suite,4277.142268
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3852.65
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,3955.49
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4027.76
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4135.29
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4280
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4865
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,4482
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5067
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5653
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Suite,3374.932571
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,3374.932571
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Suite,3528.338597
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,3221.526545
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,3845.15
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4229.66
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4864.77
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4019.93
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4421.92
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5059.37
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5643.14
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,3964.8
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,4505.24
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4144.16
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4684.6
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,5226.22
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,11775.69
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,13775.81
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,16000
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,14401.99
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,16640
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,18560
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Classic Room,12160
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Premier Room,14080
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Classic Room,9837
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Classic Room,9319
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,10872
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,11390
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Classic Room,12160
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,14080
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,16000
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Classic Room,12160
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,14080
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,16000
2018-05-12T00:00:00.000Z,2018-05-13T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Classic Room,12160
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Suite,4471.557826
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4027.76
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4135.29
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4202.88
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,Expedia,Unassigned,4315.07
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,4482
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Premier Room,5067
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,4683
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5249
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Ctrip,Suite,5834
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Suite,3528.338597
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,3528.338597
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,3374.932571
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Suite,3681.744623
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,4017.88
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,5059.37
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,4192.57
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5253.95
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Suite,5837.73
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,4144.16
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Premier Room,4684.6
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4324.7
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,4865.14
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Munnar,18213,FALSE,CP,Booking,Suite,5405.58
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Classic Room,11509.19
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,13506.56
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Premier Room,15724.8
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,14132.73
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,16364.8
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Agoda,Privilege Suite,18284.8
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Classic Room,11822.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Premier Room,13742.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Expedia,Privilege Suite,14382.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Classic Room,9379
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Classic Room,8874
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Privilege Suite,10894
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,EP,MakeMyTrip,Premier Room,10389
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Premier Room,10894
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,MakeMyTrip,Privilege Suite,11399
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Classic Room,11822.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,13742.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Premier Room,15662.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Privilege Suite,14382.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Privilege Suite,16302.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikānāl,18213,FALSE,CP,Booking,Privilege Suite,18222.08
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Classic Room,11823
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,13743
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Premier Room,15663
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Privilege Suite,14383
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Privilege Suite,16303
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Ctrip,Privilege Suite,18223
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Classic Room,11885
2018-05-13T00:00:00.000Z,2018-05-14T00:00:00.000Z,Kodaikanal,18213,FALSE,CP,Cleartrip,Privilege Suite,14445
2018-05-14T00:00:00.000Z,2018-05-15T00:00:00.000Z,Kodaikanal,18213,TRUE,,Yatra,,0
